ticket_id,category,priority,status,created_at,resolution_time,user_id,technician_id,satisfaction_score,description,composite_sentiment
T0170,Security,High,Resolved,2024-01-08 02:00:00,4.140664250721993,U070,T10,3.2886073374173406,Sample IT support ticket 170 with various issues and complexities,0.4437519837070297
T0171,Hardware,Low,Resolved,2024-01-08 03:00:00,2.01097288232547,U071,T11,4.764240446590202,Sample IT support ticket 171 with various issues and complexities,0.3804233271557389
T0172,Network,High,Resolved,2024-01-08 04:00:00,4.995976683331002,U072,T12,4.7008374340238355,Sample IT support ticket 172 with various issues and complexities,0.030042997307581806
T0173,Security,Medium,Resolved,2024-01-08 05:00:00,0.888652502824284,U073,T13,5.0,Sample IT support ticket 173 with various issues and complexities,0.1941560027117248
T0174,Security,Medium,Resolved,2024-01-08 06:00:00,8.836925581091966,U074,T14,3.5168154992246166,Sample IT support ticket 174 with various issues and complexities,0.6247524503530794
T0175,Software,Low,Resolved,2024-01-08 07:00:00,1.355393970938475,U075,T15,3.8163610757117223,Sample IT support ticket 175 with various issues and complexities,-0.6663886987398249
T0176,Network,High,Open,2024-01-08 08:00:00,1.8341092607533558,U076,T16,2.6884126699796527,Sample IT support ticket 176 with various issues and complexities,-0.17471966360847796
T0177,Network,Medium,Resolved,2024-01-08 09:00:00,0.23939049137482435,U077,T17,3.6860231151513014,Sample IT support ticket 177 with various issues and complexities,-0.38628437437812035
T0178,Hardware,Low,In Progress,2024-01-08 10:00:00,0.47293750542684543,U078,T18,4.797256408463558,Sample IT support ticket 178 with various issues and complexities,0.18957655936306206
T0179,Network,Low,Resolved,2024-01-08 11:00:00,2.9015403519536243,U079,T19,3.6268036966174417,Sample IT support ticket 179 with various issues and complexities,0.6151110878253938
T0180,Hardware,Low,Resolved,2024-01-08 12:00:00,1.2456738689028983,U080,T00,4.512383836160659,Sample IT support ticket 180 with various issues and complexities,-0.29848714336053694
T0181,Network,Medium,Closed,2024-01-08 13:00:00,7.218898030988025,U081,T01,3.847597515201751,Sample IT support ticket 181 with various issues and complexities,-1.195152183734719
T0182,Software,High,Resolved,2024-01-08 14:00:00,0.05920962277776683,U082,T02,4.259245622577248,Sample IT support ticket 182 with various issues and complexities,-0.20611037251223507
T0183,Network,Medium,Resolved,2024-01-08 15:00:00,1.9063026226188287,U083,T03,3.0818468881474663,Sample IT support ticket 183 with various issues and complexities,0.4567368660087033
T0184,Hardware,Low,In Progress,2024-01-08 16:00:00,1.646006445366572,U084,T04,4.0681675597071205,Sample IT support ticket 184 with various issues and complexities,0.26881495147493983
T0185,Hardware,Medium,Resolved,2024-01-08 17:00:00,0.07806740667950846,U085,T05,1.6070912232794212,Sample IT support ticket 185 with various issues and complexities,0.21409312390528806
T0186,Software,Medium,Closed,2024-01-08 18:00:00,0.5312392932183548,U086,T06,3.850483073470412,Sample IT support ticket 186 with various issues and complexities,-0.13999665093723987
T0187,Network,Medium,Resolved,2024-01-08 19:00:00,2.135303621902982,U087,T07,2.6956214050278877,Sample IT support ticket 187 with various issues and complexities,-0.6395153681098932
T0188,Network,Low,Resolved,2024-01-08 20:00:00,2.715908876935968,U088,T08,4.964795613237452,Sample IT support ticket 188 with various issues and complexities,0.2576471608122337
T0189,Software,High,Resolved,2024-01-08 21:00:00,2.0720035329588877,U089,T09,4.621925882211609,Sample IT support ticket 189 with various issues and complexities,-0.4171409050173124
T0190,Network,Medium,In Progress,2024-01-08 22:00:00,3.0280785500532903,U090,T10,4.373336785572865,Sample IT support ticket 190 with various issues and complexities,1.092048366690228
T0191,Network,Medium,Resolved,2024-01-08 23:00:00,3.616773551854067,U091,T11,5.0,Sample IT support ticket 191 with various issues and complexities,0.285253604177258
T0192,Hardware,Medium,Resolved,2024-01-09 00:00:00,0.03989356183261087,U092,T12,3.24086678334013,Sample IT support ticket 192 with various issues and complexities,-0.29032415127697553
T0193,Network,High,In Progress,2024-01-09 01:00:00,2.4951946798664757,U093,T13,5.0,Sample IT support ticket 193 with various issues and complexities,-0.3056926236943141
T0194,Network,High,Resolved,2024-01-09 02:00:00,13.241688884038552,U094,T14,4.745753251408308,Sample IT support ticket 194 with various issues and complexities,-0.04647210330679414
T0195,Software,Medium,Open,2024-01-09 03:00:00,2.9278204863393023,U095,T15,3.8107557702248434,Sample IT support ticket 195 with various issues and complexities,-0.11975096101087489
T0196,Software,Medium,Open,2024-01-09 04:00:00,4.527132852895586,U096,T16,4.908496117746355,Sample IT support ticket 196 with various issues and complexities,0.5584168877649771
T0197,Security,Medium,In Progress,2024-01-09 05:00:00,1.4950743187595215,U097,T17,3.1149651900706927,Sample IT support ticket 197 with various issues and complexities,0.09320808487202316
T0198,Hardware,High,Closed,2024-01-09 06:00:00,5.94872852268399,U098,T18,3.340388670777861,Sample IT support ticket 198 with various issues and complexities,-0.36581586945426403
T0199,Network,Medium,Resolved,2024-01-09 07:00:00,5.92983770595872,U099,T19,3.5131282214082398,Sample IT support ticket 199 with various issues and complexities,0.9452203425778913
T0200,Network,Medium,Closed,2024-01-09 08:00:00,2.9466917048110264,U000,T00,3.576817833548788,Sample IT support ticket 200 with various issues and complexities,0.024654165760111316
T0201,Security,High,Resolved,2024-01-09 09:00:00,14.921110338143379,U001,T01,3.1547538857917976,Sample IT support ticket 201 with various issues and complexities,0.3844198379844484
T0202,Network,Medium,Resolved,2024-01-09 10:00:00,0.5366416291374996,U002,T02,4.97846645367626,Sample IT support ticket 202 with various issues and complexities,-0.30411325372237963
T0203,Hardware,High,Resolved,2024-01-09 11:00:00,0.0683716802338688,U003,T03,3.7929164797041346,Sample IT support ticket 203 with various issues and complexities,0.1815578138722617
T0204,Security,High,Resolved,2024-01-09 12:00:00,5.881456335839131,U004,T04,4.282003974685503,Sample IT support ticket 204 with various issues and complexities,0.1555549955715976
T0205,Hardware,Low,In Progress,2024-01-09 13:00:00,6.583485232263785,U005,T05,3.5437189068690556,Sample IT support ticket 205 with various issues and complexities,-0.9448246460480765
T0206,Security,Medium,Resolved,2024-01-09 14:00:00,0.5122755475138826,U006,T06,2.543517359561186,Sample IT support ticket 206 with various issues and complexities,1.00763755523032
T0207,Security,Low,In Progress,2024-01-09 15:00:00,1.2347122573921394,U007,T07,4.216045886713138,Sample IT support ticket 207 with various issues and complexities,0.6453222304612736
T0208,Software,Medium,Resolved,2024-01-09 16:00:00,0.07083293082586001,U008,T08,2.4701960196641783,Sample IT support ticket 208 with various issues and complexities,-0.19859765807299382
T0209,Hardware,Medium,Resolved,2024-01-09 17:00:00,1.3886448634066264,U009,T09,3.9450927631316253,Sample IT support ticket 209 with various issues and complexities,-0.5511348702279277
T0210,Network,Low,In Progress,2024-01-09 18:00:00,5.933721808512448,U010,T10,2.905347968933752,Sample IT support ticket 210 with various issues and complexities,0.173780806901776
T0211,Network,Medium,Open,2024-01-09 19:00:00,2.91891710228828,U011,T11,5.0,Sample IT support ticket 211 with various issues and complexities,0.04334884970719829
T0212,Hardware,Medium,Resolved,2024-01-09 20:00:00,1.7114293723733665,U012,T12,4.729090177739778,Sample IT support ticket 212 with various issues and complexities,0.1778344742816147
T0213,Network,Medium,Resolved,2024-01-09 21:00:00,1.8592002526374616,U013,T13,4.084603033017184,Sample IT support ticket 213 with various issues and complexities,0.09578869809704481
T0214,Network,Medium,Open,2024-01-09 22:00:00,0.005418170777391259,U014,T14,5.0,Sample IT support ticket 214 with various issues and complexities,0.25312049465296305
T0215,Hardware,Low,Closed,2024-01-09 23:00:00,1.4255600956448282,U015,T15,3.3229472180274113,Sample IT support ticket 215 with various issues and complexities,0.7236528496959033
T0216,Security,Low,Open,2024-01-10 00:00:00,4.15902034624207,U016,T16,4.4347835029360745,Sample IT support ticket 216 with various issues and complexities,0.28405160256432305
T0217,Hardware,Low,Resolved,2024-01-10 01:00:00,14.628661817140719,U017,T17,4.159848346974971,Sample IT support ticket 217 with various issues and complexities,-0.5248277494549706
T0218,Security,High,Closed,2024-01-10 02:00:00,7.510859994498765,U018,T18,4.211216065066936,Sample IT support ticket 218 with various issues and complexities,0.681281426356226
T0219,Network,Medium,In Progress,2024-01-10 03:00:00,0.095511133662066,U019,T19,5.0,Sample IT support ticket 219 with various issues and complexities,0.8203072817441437
T0220,Network,Low,In Progress,2024-01-10 04:00:00,9.153174996889035,U020,T00,4.585993682223842,Sample IT support ticket 220 with various issues and complexities,1.5760283672560425
T0221,Network,High,In Progress,2024-01-10 05:00:00,6.11509076284061,U021,T01,4.230978930260019,Sample IT support ticket 221 with various issues and complexities,-0.561747016619799
T0222,Software,High,Resolved,2024-01-10 06:00:00,6.063355393395998,U022,T02,2.676090051017363,Sample IT support ticket 222 with various issues and complexities,0.1214410065751375
T0223,Security,Medium,In Progress,2024-01-10 07:00:00,2.449925811425784,U023,T03,3.231962963776429,Sample IT support ticket 223 with various issues and complexities,-1.0410493515944936
T0224,Software,Medium,Resolved,2024-01-10 08:00:00,2.0300265039807828,U024,T04,3.9018328531234205,Sample IT support ticket 224 with various issues and complexities,0.27657457818960457
T0225,Software,Low,Open,2024-01-10 09:00:00,1.4433958799292521,U025,T05,4.074697899421321,Sample IT support ticket 225 with various issues and complexities,-0.2741001490833863
T0226,Hardware,High,Resolved,2024-01-10 10:00:00,0.27180876253708347,U026,T06,3.095837020260861,Sample IT support ticket 226 with various issues and complexities,0.9617228974124766
T0227,Software,Low,Closed,2024-01-10 11:00:00,1.03630260173211,U027,T07,5.0,Sample IT support ticket 227 with various issues and complexities,-0.38730748500929096
T0228,Hardware,High,Resolved,2024-01-10 12:00:00,1.1326552340037332,U028,T08,5.0,Sample IT support ticket 228 with various issues and complexities,-0.8445915189836308
T0229,Hardware,High,Resolved,2024-01-10 13:00:00,2.647191538237468,U029,T09,4.481694656313987,Sample IT support ticket 229 with various issues and complexities,-0.23563187035125982
T0230,Software,High,Resolved,2024-01-10 14:00:00,5.504495530426863,U030,T10,4.057629489026996,Sample IT support ticket 230 with various issues and complexities,-0.9877438856085687
T0231,Security,Low,Resolved,2024-01-10 15:00:00,2.5683703544626195,U031,T11,3.830232824079079,Sample IT support ticket 231 with various issues and complexities,0.37554972725365504
T0232,Security,Medium,Resolved,2024-01-10 16:00:00,0.23833956024993633,U032,T12,3.2384652319822114,Sample IT support ticket 232 with various issues and complexities,-1.0325415231281603
T0233,Security,Medium,Resolved,2024-01-10 17:00:00,12.660373617587027,U033,T13,4.06198441481509,Sample IT support ticket 233 with various issues and complexities,0.01422879059157944
T0234,Security,Medium,In Progress,2024-01-10 18:00:00,11.439516649408175,U034,T14,4.2062020321142,Sample IT support ticket 234 with various issues and complexities,-1.0389059099280984
T0235,Security,Low,Resolved,2024-01-10 19:00:00,6.151996942911671,U035,T15,3.0065915396147007,Sample IT support ticket 235 with various issues and complexities,-0.16014890226832096
T0236,Software,Medium,Resolved,2024-01-10 20:00:00,18.990577933439774,U036,T16,4.267341133795918,Sample IT support ticket 236 with various issues and complexities,0.821689077902267
T0237,Software,Low,In Progress,2024-01-10 21:00:00,3.145283106585159,U037,T17,3.875792760940201,Sample IT support ticket 237 with various issues and complexities,0.18032394571789748
T0238,Network,Medium,Resolved,2024-01-10 22:00:00,13.1623843191316,U038,T18,2.473753953698087,Sample IT support ticket 238 with various issues and complexities,-0.431746802482467
T0239,Security,Medium,Resolved,2024-01-10 23:00:00,0.3144634137966793,U039,T19,3.3116919913763985,Sample IT support ticket 239 with various issues and complexities,-0.015601744469541988
T0240,Software,Medium,Resolved,2024-01-11 00:00:00,1.8208115985851074,U040,T00,3.6691155732626846,Sample IT support ticket 240 with various issues and complexities,0.009008436022223293
T0241,Network,Medium,Resolved,2024-01-11 01:00:00,1.0215373175943643,U041,T01,5.0,Sample IT support ticket 241 with various issues and complexities,0.23631517292170282
T0242,Security,Medium,Resolved,2024-01-11 02:00:00,0.8717936982092328,U042,T02,4.445242499627007,Sample IT support ticket 242 with various issues and complexities,-0.6834291816404132
T0243,Hardware,Medium,Open,2024-01-11 03:00:00,0.60702794948434,U043,T03,2.931614744720087,Sample IT support ticket 243 with various issues and complexities,0.29628363692366533
T0244,Network,High,Resolved,2024-01-11 04:00:00,3.8958238895679242,U044,T04,4.38882903153411,Sample IT support ticket 244 with various issues and complexities,-1.3521958158013876
T0245,Software,Low,Resolved,2024-01-11 05:00:00,6.080617164492639,U045,T05,2.7621568088493076,Sample IT support ticket 245 with various issues and complexities,-0.3149422761819052
T0246,Hardware,Medium,Open,2024-01-11 06:00:00,3.453829290783307,U046,T06,4.866152843109659,Sample IT support ticket 246 with various issues and complexities,-0.24413692122577232
T0247,Hardware,Medium,In Progress,2024-01-11 07:00:00,0.6358080626713006,U047,T07,3.623100278545697,Sample IT support ticket 247 with various issues and complexities,0.31666341303561923
T0248,Hardware,Low,Resolved,2024-01-11 08:00:00,6.666653383258617,U048,T08,3.9250910490086635,Sample IT support ticket 248 with various issues and complexities,0.01131542633843457
T0249,Network,Medium,In Progress,2024-01-11 09:00:00,4.041907952869588,U049,T09,5.0,Sample IT support ticket 249 with various issues and complexities,-0.7027815269281433
T0250,Software,High,Resolved,2024-01-11 10:00:00,1.9651751791111234,U050,T10,2.9702691451326,Sample IT support ticket 250 with various issues and complexities,-0.4924965629085076
T0251,Hardware,Low,In Progress,2024-01-11 11:00:00,4.485030628268272,U051,T11,2.882305451909607,Sample IT support ticket 251 with various issues and complexities,0.09934000477370344
T0252,Security,Medium,Open,2024-01-11 12:00:00,1.2039067783948685,U052,T12,3.533120538923196,Sample IT support ticket 252 with various issues and complexities,-0.039533670932278143
T0253,Hardware,Medium,In Progress,2024-01-11 13:00:00,1.6936541379758514,U053,T13,4.830703080815454,Sample IT support ticket 253 with various issues and complexities,-0.2895620548178732
T0254,Hardware,High,Closed,2024-01-11 14:00:00,9.979141607850819,U054,T14,2.7845231396185257,Sample IT support ticket 254 with various issues and complexities,-0.24041689475598968
T0255,Network,Low,Resolved,2024-01-11 15:00:00,1.372804531561856,U055,T15,1.7342755215115448,Sample IT support ticket 255 with various issues and complexities,0.3480839985796445
T0256,Network,Medium,Closed,2024-01-11 16:00:00,2.5394245485195768,U056,T16,3.639072913272801,Sample IT support ticket 256 with various issues and complexities,-0.25884628643460733
T0257,Software,Medium,Resolved,2024-01-11 17:00:00,8.834235217047002,U057,T17,4.441392639928736,Sample IT support ticket 257 with various issues and complexities,-0.04404562201453664
T0258,Security,Low,In Progress,2024-01-11 18:00:00,4.920190607374929,U058,T18,4.960209399791063,Sample IT support ticket 258 with various issues and complexities,1.0849682940402714
T0259,Network,Low,Resolved,2024-01-11 19:00:00,0.256888049896291,U059,T19,3.6294709103316807,Sample IT support ticket 259 with various issues and complexities,-0.7118413184419615
T0260,Hardware,High,Resolved,2024-01-11 20:00:00,0.6374042536186231,U060,T00,3.6708587143071982,Sample IT support ticket 260 with various issues and complexities,-0.9259213657873293
T0261,Software,Medium,Resolved,2024-01-11 21:00:00,0.03148999089589446,U061,T01,4.923120587404598,Sample IT support ticket 261 with various issues and complexities,0.39179483239930335
T0262,Hardware,High,Open,2024-01-11 22:00:00,3.986986827205966,U062,T02,2.5042066402436634,Sample IT support ticket 262 with various issues and complexities,-0.3393215306470516
T0263,Hardware,Medium,Resolved,2024-01-11 23:00:00,2.374463148040935,U063,T03,3.6891833798535925,Sample IT support ticket 263 with various issues and complexities,-0.15911876387131013
T0264,Network,Critical,In Progress,2024-01-12 00:00:00,0.576751202360414,U064,T04,4.152339111940046,Sample IT support ticket 264 with various issues and complexities,-0.3905781890655571
T0265,Software,Medium,Resolved,2024-01-12 01:00:00,12.674073373260889,U065,T05,4.359374977028027,Sample IT support ticket 265 with various issues and complexities,-0.12990007038375626
T0266,Security,Low,Resolved,2024-01-12 02:00:00,3.0171954185138508,U066,T06,3.5921546454472937,Sample IT support ticket 266 with various issues and complexities,0.7992690560481707
T0267,Security,Low,Resolved,2024-01-12 03:00:00,1.107724521236819,U067,T07,4.027552809364673,Sample IT support ticket 267 with various issues and complexities,0.40106422930905966
T0268,Network,Medium,Resolved,2024-01-12 04:00:00,2.7774202082100623,U068,T08,2.0093381172696083,Sample IT support ticket 268 with various issues and complexities,0.43111175594348855
T0269,Network,Low,Resolved,2024-01-12 05:00:00,4.552994105093025,U069,T09,3.4734012701329213,Sample IT support ticket 269 with various issues and complexities,-0.7081135278963228
T0270,Software,High,Resolved,2024-01-12 06:00:00,0.31720853908020324,U070,T10,4.362806970043574,Sample IT support ticket 270 with various issues and complexities,-0.5755768682764346
T0271,Security,Low,Resolved,2024-01-12 07:00:00,1.2847007063403715,U071,T11,3.2141647725962565,Sample IT support ticket 271 with various issues and complexities,-1.4195393297427135
T0272,Security,High,Resolved,2024-01-12 08:00:00,6.579545209403408,U072,T12,4.047187377271678,Sample IT support ticket 272 with various issues and complexities,-0.404690410541377
T0273,Security,Medium,Closed,2024-01-12 09:00:00,2.462262886229389,U073,T13,4.357498000642158,Sample IT support ticket 273 with various issues and complexities,0.4783515931928292
T0274,Hardware,Low,Resolved,2024-01-12 10:00:00,3.163720510423214,U074,T14,3.725960639313788,Sample IT support ticket 274 with various issues and complexities,0.25847325787418546
T0275,Security,High,Resolved,2024-01-12 11:00:00,2.268286067209245,U075,T15,4.1363710167972565,Sample IT support ticket 275 with various issues and complexities,-0.11075663147606195
T0276,Hardware,High,Resolved,2024-01-12 12:00:00,0.17957083560062811,U076,T16,3.22981394777231,Sample IT support ticket 276 with various issues and complexities,-0.011150141859026526
T0277,Software,Medium,Resolved,2024-01-12 13:00:00,0.7248875897007746,U077,T17,3.8347109762431626,Sample IT support ticket 277 with various issues and complexities,-0.3444427712877028
T0278,Hardware,Medium,In Progress,2024-01-12 14:00:00,2.3590542696891044,U078,T18,4.488172935671378,Sample IT support ticket 278 with various issues and complexities,0.10237944120089208
T0279,Software,Medium,Resolved,2024-01-12 15:00:00,0.938767232996096,U079,T19,4.125578368774748,Sample IT support ticket 279 with various issues and complexities,0.3829391397403074
T0280,Security,Medium,Open,2024-01-12 16:00:00,0.20508487814450738,U080,T00,3.5307749843488514,Sample IT support ticket 280 with various issues and complexities,-0.8079433937052364
T0281,Security,Medium,Closed,2024-01-12 17:00:00,7.422624185549723,U081,T01,4.179373123432635,Sample IT support ticket 281 with various issues and complexities,0.14982384391867407
T0282,Software,Medium,Resolved,2024-01-12 18:00:00,15.894004412780959,U082,T02,4.571687832509294,Sample IT support ticket 282 with various issues and complexities,0.46621743547733363
T0283,Network,Medium,Resolved,2024-01-12 19:00:00,6.30290774627097,U083,T03,2.3600469771380173,Sample IT support ticket 283 with various issues and complexities,-0.2075501444816848
T0284,Software,High,Resolved,2024-01-12 20:00:00,7.6907064090779125,U084,T04,4.927259251964719,Sample IT support ticket 284 with various issues and complexities,0.3503503060602918
T0285,Network,Low,Resolved,2024-01-12 21:00:00,1.1081668908368454,U085,T05,3.7309962090551423,Sample IT support ticket 285 with various issues and complexities,1.4073272222362765
T0286,Hardware,Medium,Resolved,2024-01-12 22:00:00,12.938697419435153,U086,T06,4.3403919465921845,Sample IT support ticket 286 with various issues and complexities,-0.05217139649344596
T0287,Hardware,Medium,Resolved,2024-01-12 23:00:00,0.8772321873655129,U087,T07,4.957797538916182,Sample IT support ticket 287 with various issues and complexities,0.1966535250026618
T0288,Hardware,Medium,Open,2024-01-13 00:00:00,12.098981272808206,U088,T08,2.902661042215627,Sample IT support ticket 288 with various issues and complexities,-0.3690285418306958
T0289,Security,Low,Resolved,2024-01-13 01:00:00,21.05125572795718,U089,T09,3.4324471980579627,Sample IT support ticket 289 with various issues and complexities,0.0906255813010252
T0290,Hardware,High,In Progress,2024-01-13 02:00:00,4.975331126738728,U090,T10,3.769161043299436,Sample IT support ticket 290 with various issues and complexities,0.23013581249115192
T0291,Network,Medium,Resolved,2024-01-13 03:00:00,15.883639557705784,U091,T11,3.3729971831004573,Sample IT support ticket 291 with various issues and complexities,0.09742117013506903
T0292,Hardware,Medium,Resolved,2024-01-13 04:00:00,3.371601450237625,U092,T12,5.0,Sample IT support ticket 292 with various issues and complexities,-0.5098476598544284
T0293,Software,Medium,Resolved,2024-01-13 05:00:00,1.201944289969278,U093,T13,3.3145823249385655,Sample IT support ticket 293 with various issues and complexities,0.10318088566272535
T0294,Software,Critical,Open,2024-01-13 06:00:00,2.2978733719712383,U094,T14,3.5555625764105065,Sample IT support ticket 294 with various issues and complexities,0.7310979693588184
T0295,Security,Low,Open,2024-01-13 07:00:00,3.6012850550464712,U095,T15,4.163511225282382,Sample IT support ticket 295 with various issues and complexities,0.22431788225726365
T0296,Software,Low,Resolved,2024-01-13 08:00:00,0.3035588088553755,U096,T16,3.038280379139129,Sample IT support ticket 296 with various issues and complexities,0.4809935945359205
T0297,Network,Medium,Open,2024-01-13 09:00:00,3.895078413579804,U097,T17,3.683455430594989,Sample IT support ticket 297 with various issues and complexities,-0.11850598500631386
T0298,Hardware,Medium,Open,2024-01-13 10:00:00,15.890880831501553,U098,T18,4.253962609000141,Sample IT support ticket 298 with various issues and complexities,0.37495011971185527
T0299,Security,Low,Open,2024-01-13 11:00:00,0.8434157644613348,U099,T19,3.733711676493991,Sample IT support ticket 299 with various issues and complexities,0.13963391910826298
T0300,Hardware,Medium,Closed,2024-01-13 12:00:00,6.29232974462498,U000,T00,3.9252905128800415,Sample IT support ticket 300 with various issues and complexities,-0.475455364843616
T0301,Hardware,High,Resolved,2024-01-13 13:00:00,9.53946895580503,U001,T01,3.5765343100413034,Sample IT support ticket 301 with various issues and complexities,0.15926050239943723
T0302,Network,Medium,Resolved,2024-01-13 14:00:00,11.508356143569983,U002,T02,2.7884237526553863,Sample IT support ticket 302 with various issues and complexities,-0.49584833172015524
T0303,Software,Medium,In Progress,2024-01-13 15:00:00,12.889086777792794,U003,T03,4.257274569071391,Sample IT support ticket 303 with various issues and complexities,-0.31644013744239596
T0304,Software,Medium,Resolved,2024-01-13 16:00:00,2.9480588882278176,U004,T04,5.0,Sample IT support ticket 304 with various issues and complexities,0.09466415364618706
T0305,Hardware,Medium,Resolved,2024-01-13 17:00:00,15.142955139437424,U005,T05,4.01472130462675,Sample IT support ticket 305 with various issues and complexities,0.14862213669006202
T0306,Security,Low,Resolved,2024-01-13 18:00:00,5.663884894896694,U006,T06,4.18021129379804,Sample IT support ticket 306 with various issues and complexities,-0.5946162325385645
T0307,Software,Low,In Progress,2024-01-13 19:00:00,0.7053806979234251,U007,T07,4.554178204093487,Sample IT support ticket 307 with various issues and complexities,0.5269928855914381
T0308,Security,Medium,In Progress,2024-01-13 20:00:00,2.5919313285532812,U008,T08,2.984535602762641,Sample IT support ticket 308 with various issues and complexities,0.28600313915023645
T0309,Software,High,Open,2024-01-13 21:00:00,5.0680931156850075,U009,T09,5.0,Sample IT support ticket 309 with various issues and complexities,-0.3523642178054419
T0310,Security,Low,Resolved,2024-01-13 22:00:00,1.1365683999191836,U010,T10,4.161863037138241,Sample IT support ticket 310 with various issues and complexities,-0.7687923982245877
T0311,Network,Low,Resolved,2024-01-13 23:00:00,4.093446209845411,U011,T11,5.0,Sample IT support ticket 311 with various issues and complexities,-0.07245228954071566
T0312,Security,High,In Progress,2024-01-14 00:00:00,4.3936549820758515,U012,T12,3.4135736035808084,Sample IT support ticket 312 with various issues and complexities,-0.22297185693058008
T0313,Network,Low,Open,2024-01-14 01:00:00,0.7102901751940384,U013,T13,5.0,Sample IT support ticket 313 with various issues and complexities,0.056570228526511404
T0314,Network,Low,Open,2024-01-14 02:00:00,3.3304215508346315,U014,T14,4.620124395227826,Sample IT support ticket 314 with various issues and complexities,-0.18155833057778326
T0315,Security,Medium,Closed,2024-01-14 03:00:00,5.907098528165584,U015,T15,4.442432068681887,Sample IT support ticket 315 with various issues and complexities,-1.003728430372505
T0316,Network,Medium,In Progress,2024-01-14 04:00:00,2.763763780639744,U016,T16,4.187219563482518,Sample IT support ticket 316 with various issues and complexities,-0.1941734691505792
T0317,Hardware,Medium,Resolved,2024-01-14 05:00:00,0.04870782355080133,U017,T17,3.8011771055404404,Sample IT support ticket 317 with various issues and complexities,-0.15280955553415648
T0318,Network,High,Resolved,2024-01-14 06:00:00,0.03631825540361714,U018,T18,4.960425326779098,Sample IT support ticket 318 with various issues and complexities,0.31683051238702936
T0319,Software,Medium,Resolved,2024-01-14 07:00:00,1.766624767280427,U019,T19,4.1122878958784375,Sample IT support ticket 319 with various issues and complexities,-0.34909983730552485
T0320,Security,Low,In Progress,2024-01-14 08:00:00,10.425264708209607,U020,T00,2.4263442371302784,Sample IT support ticket 320 with various issues and complexities,0.8393373366862831
T0321,Hardware,Critical,In Progress,2024-01-14 09:00:00,1.0385910838556678,U021,T01,3.106250830634398,Sample IT support ticket 321 with various issues and complexities,-0.9558202753258785
T0322,Security,Medium,Resolved,2024-01-14 10:00:00,4.02446450022088,U022,T02,3.8513233982458024,Sample IT support ticket 322 with various issues and complexities,0.6555837489013122
T0323,Software,Medium,Resolved,2024-01-14 11:00:00,1.0045051189220389,U023,T03,4.247999186532444,Sample IT support ticket 323 with various issues and complexities,-0.1121594854390524
T0324,Software,Medium,Resolved,2024-01-14 12:00:00,1.5524854741862228,U024,T04,3.9547292088800834,Sample IT support ticket 324 with various issues and complexities,0.4297924361717781
T0325,Software,Low,Resolved,2024-01-14 13:00:00,7.5366068070165015,U025,T05,4.97517663183493,Sample IT support ticket 325 with various issues and complexities,0.03990074202936655
T0326,Network,Medium,Open,2024-01-14 14:00:00,5.220501222505589,U026,T06,2.4391185087691003,Sample IT support ticket 326 with various issues and complexities,0.5697777680127346
T0327,Network,Medium,Closed,2024-01-14 15:00:00,0.4010464921466759,U027,T07,4.1148703492041285,Sample IT support ticket 327 with various issues and complexities,-0.19368098227640562
T0328,Security,Medium,Resolved,2024-01-14 16:00:00,2.2393774031207143,U028,T08,2.545616619690276,Sample IT support ticket 328 with various issues and complexities,-0.5493102125889061
T0329,Security,Medium,In Progress,2024-01-14 17:00:00,0.11841463920900855,U029,T09,4.607769836387335,Sample IT support ticket 329 with various issues and complexities,0.7102521436355316
T0330,Hardware,High,Closed,2024-01-14 18:00:00,2.622559018543223,U030,T10,3.9244330284463977,Sample IT support ticket 330 with various issues and complexities,-0.05674032294107059
T0331,Hardware,Medium,Resolved,2024-01-14 19:00:00,4.343977067582182,U031,T11,4.335687977619295,Sample IT support ticket 331 with various issues and complexities,0.1107792368121053
T0332,Security,High,Resolved,2024-01-14 20:00:00,0.5045330137478337,U032,T12,3.308893631528187,Sample IT support ticket 332 with various issues and complexities,0.6173759570223976
T0333,Network,High,Resolved,2024-01-14 21:00:00,1.3636841293081379,U033,T13,5.0,Sample IT support ticket 333 with various issues and complexities,-0.5159776210472174
T0334,Software,Medium,Resolved,2024-01-14 22:00:00,2.0289059371314013,U034,T14,4.833379731247081,Sample IT support ticket 334 with various issues and complexities,0.29774544881962867
T0335,Security,Medium,Resolved,2024-01-14 23:00:00,10.07953427318844,U035,T15,4.4668354424095105,Sample IT support ticket 335 with various issues and complexities,-0.29494737823144546
T0336,Hardware,Low,In Progress,2024-01-15 00:00:00,19.995824303609403,U036,T16,3.8963862025092473,Sample IT support ticket 336 with various issues and complexities,-0.06608467782218592
T0337,Network,Medium,Resolved,2024-01-15 01:00:00,0.18380424872673096,U037,T17,4.463885828236106,Sample IT support ticket 337 with various issues and complexities,0.036139482692144446
T0338,Security,Medium,Closed,2024-01-15 02:00:00,5.725299521202298,U038,T18,3.434485945610121,Sample IT support ticket 338 with various issues and complexities,-0.750110930723468
T0339,Security,Medium,In Progress,2024-01-15 03:00:00,1.8591032972219559,U039,T19,4.68444452721657,Sample IT support ticket 339 with various issues and complexities,-0.3894185214102174
T0340,Network,Critical,Resolved,2024-01-15 04:00:00,1.9933371075366924,U040,T00,5.0,Sample IT support ticket 340 with various issues and complexities,0.6755364462065696
